,GR_key_typo,GR_ran_typo,GR_remove,GR_swap,SYNT_shuffle_words,SYNT_verb_tense_errors,READ_complex_synonyms,READ_definition_insertion,READ_double_negation,INFDENS_dilute
%Additions_50,5.25,11.68,12.36,3.15,5.97,0.23,3.63,1.71,-2.81,0.45
%DirectModifications_50,14.96,4.23,10.24,9.02,0.0,23.73,23.55,14.38,2.83,28.6
%Additions_100,9.37,19.47,20.88,4.18,15.52,-0.83,5.62,0.36,-2.88,-0.36
%DirectModifications_100,18.36,9.65,15.58,21.97,0.0,38.95,28.51,21.65,6.54,39.46
